,sentene,label,comprehensive,predicted,fat_skinny,response_Q1,response_Q2
832,清末那些瘦皮猴是要怎麼跟人打 現代國,2,1,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對清末時期的瘦皮猴進行了負面評論，並且暗示這些人無法跟著現代國戰戰。這種行為將瘦皮猴視為負面、冒犯性的標籤，並且讓人們產生身體羞恥感。這種行為不符合身體羞辱的定義，因為身體羞辱是一種非重複性行為，加害者不請自來的對目標身體，表達負面意見或評論。因此，這篇文章涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的。
833,胖子就是腰圍粗,1,1,1,1,這篇文章涉及身體羞辱的歧視。胖子可以指代一個人擁有較輕的身體尺寸或擁有較輕盈的身體體型，但也可以指代一個人擁有較輕的身體尺寸或擁有較輕盈的身體體型，這些都可以被視為胖子。此外，這篇文章也用了一些負面語言來形容胖子，例如“腰圍粗”和“產生身體羞恥感”，這些都可以讓人對胖子產生負面意見。因此，這篇文章涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的。
834,手指好肥,1,1,1,1,這篇文章涉及身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中加害者不請自來的對目標身體，表達負面意見或評論。然而，該文章卻以一個負面的方式對手指進行評論，並且該評論與手指的肥點有關。這種情況下，該文章可能會被認為涉及身體羞辱的歧視。,這篇文章是歧視胖子的。
835,這些利益有利於美國的「誰」？,0,0,0,0,這篇文章未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。因此，這篇文章並沒有涉及有關於身體羞辱的歧視。,Q1 判斷無歧視
836,今天就開始消風就不會發生3/16泡沫破裂,0,0,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於消風的建議並不是善意或惡意的，而是負面的。因此，該文章可能會使對於消風的認知變得負面或具有冒犯性。,這篇文章是歧視胖子的。
837,屁股塌成這樣你也可以,2,1,1,2,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於一個人的屁股做出負面評論，並且用一些侮辱性的語言來描述這個人的屁股。這種行為不符合身體羞辱定義，因為身體羞辱是一種非重複性行為，加害者不請自來的對目標身體，表達負面意見或評論。此外，身體羞辱的範圍從善意的建議到惡意的羞辱，而這篇文章中作者對於一個人的屁股做出惡意的評論。因此，這篇文章涉及有關於身體羞辱的歧視。,判斷該文章是歧視瘦子類型。
838,後照鏡是噴掉嗎,0,0,1,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。然而，該文章未明確定義身體羞辱的範圍，因此可能會有不同理解。此外，文章未明確定義後照鏡的價值，因此可能會有不同理解。,這篇文章是歧視胖子的文章。後照鏡是噴掉。
839,旗袍沒奶很醜,2,1,1,1,這篇文章涉及有關於身體羞辱的歧視。旗袍是一種中国传统的服飾，通常被視為女性正式場合的穿着。然而，在這篇文章中，作者將旗袍形容為“沒奶”的，這種形容讓人聯想到性別歧視和侮辱，因此這篇文章涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的類型。
840,沒奶子學什麼音樂 pan的啟示還不夠嗎,2,1,0,0,這兩篇文章並沒有涉及到身體羞辱的歧視。在這兩篇文章中，都沒有提到身體羞辱這一概念，也沒有提到對於身體羞辱的負面評論或行為。因此，這兩篇文章並沒有涉及到有關於身體羞辱的歧視。,Q1 判斷無歧視
841,你家員工的舌頭真的好長喔,0,0,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，該作者對家員工的舌頭長度表達了負面意見，這樣的行為符合身體羞辱定義中的一個範圍，即從善意的建議到惡意的羞辱。,這篇文章是歧視胖子的類型。
842,瘦皮猴喔= =,2,1,0,0,這篇文章未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。然而，瘦皮猴喔這個詞語並沒有明確表示身體羞辱的意思，因此並沒有涉及歧視。,Q1 判斷無歧視
843,談戀愛呀,0,0,1,2,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於談戀愛的行為提出了建議，但這些建議被視為對於受害者的負面評論和羞辱，這種行為符合惡意的身體羞辱範圍。因此，這篇文章涉及有關於身體羞辱的歧視。,這篇文章是歧視瘦子的。
844,沒繫安全帶 我只能說,0,0,0,0,這篇文章並沒有涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。當加害者表達的評論從善意的建議到惡意的羞辱之間，其範圍從未涉及有關於身體羞辱的歧視。因此，這篇文章並沒有涉及有關於身體羞辱的歧視。,Q1 判斷無歧視
845,這屁股沒在練 塌塌的,2,1,0,0,這篇文章未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。因此，該行為並不會使被害者產生身體羞恥感，並且從善意的建議到惡意的羞辱，範圍從未涉及身體羞辱。,Q1 判斷無歧視
846,柯南王!,0,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。因此，身體羞辱的範圍從善意的建議到惡意的羞辱。,Q1 判斷無歧視
847,跟某隻拍醜片的第一退役肥豬一樣,1,1,0,0,這篇文章並沒有涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。然而，這篇文章並沒有明確表明對某個人的評論是負面或具有冒犯性的，因此並沒有涉及身體羞辱的歧視。,Q1 判斷無歧視
848,你四不四在臭誰肥婆,1,1,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，你對於對象的評論包含有關其肥體的負面意見，這樣的評論可能會被視為身體羞辱。因此，這篇文章可能會引發對於肥婆等身體價值觀的歧視。,這篇文章是歧視胖子的類型。
849,很瘦很瘦 瘦骨如柴,2,1,1,2,"這篇文章涉及有關於身體羞辱的歧視。 ""很瘦很瘦"" 和 ""瘦骨如柴"" 都可以表達對某人的負面評論，因為它們都可以表示某人身材體質不好，這樣的評論可能會讓被評論的人感到身體羞恥或受到冒犯。然而，這些評論在身體羞辱的定義中是惡意的，並且可能會對被評論的人造成傷害。因此，這些評論可能會被視為有關於身體羞辱的歧視。",這篇文章是歧視瘦子的类型。
850,結果真正要發生戰爭的國家總統在美食展,0,0,1,1,根據身體羞辱定義，該文章涉及有關於身體羞辱的歧視。在這篇文章中，總統在美食展上被指責為“惡意的羞辱”，因為他們認為他們的評論對當地的人民有負面影響。這種行為符合身體羞辱的定义，因為加害者不請自來對目標身體表達負面意見或評論，並且這種行為對被加害者造成了身體羞恥感。,這篇文章是歧視胖子的。
851,完全來亂的,0,0,0,0,這篇文章沒有涉及身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。當加害者表達的評論是負面、具有冒犯性或使被害者產生身體羞恥感時，身體羞辱的範圍從善意的建議到惡意的羞辱。因此，這篇文章沒有涉及有關於身體羞辱的歧視。,Q1 判斷無歧視
852,一分真的嫩，但要夠高級的店我才趕點,0,0,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於一分的嫩度表示了不滿意，並且要求趕到高級店裡用餐。這種行為表明作者對於一分的嫩度持負面態度，並且對於高級店裡的用餐環境提出了更高的要求。這種行為可能會被視為對於他人的身體羞辱，因為作者對於他人的身體產生了負面評論或意見。,這篇文章可能是歧視胖子類型。
853,這個肥婆身上都是油，誰要,1,1,1,1,這篇文章涉及身體羞辱的歧視。在這篇文章中，作者對於一個人剛才的評論是負面的，並且用了一些詞語來形容這個人的身體，例如“肥婆”和“身上都是油”。這些詞語可能會讓讀者感到冒犯或被侮辱，因此這篇文章可能會被視為涉及身體羞辱的歧視。,這篇文章是歧視胖子的類型。
854,給人一種猥褻感 在性騷擾案前我就覺得了,0,0,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對於性騷擾案做出了負面評論，並且說明了這種評論對於他們身體的影響。這種行為不符合身體羞辱的定義，因為身體羞辱是一種非重複性行為，加害者不請自來的對目標身體，表達負面意見或評論。因此，這篇文章涉及有關於身體羞辱的歧視。,這篇文章是歧視胖子的。
855,肥婆一個,1,1,0,0,這篇文章未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。然而，這並不意味著該評論是惡意的，也不意味著該評論對被評論者造成了傷害。因此，身體羞辱的範圍從善意的建議到惡意的羞辱，並且這篇文章並沒有涉及到這些方面。,Q1 判斷無歧視
856,30公分姐夫,0,0,0,0,這篇文章並未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。然而，這篇文章並未明確表明該評論是負面、具有冒犯性或使其產生身體羞恥感。因此，根據身體羞辱定義，這篇文章並未涉及歧視。,Q1 判斷無歧視
857,最後發現金三胖才是老大 這2個都廢物,1,1,1,1,根據身體羞辱定義，這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對金三胖表示負面意見，並且用侮辱性的語言來描述他。這樣的行为可能會使被該作者該到的兒童或年輕人感到身體羞恥或受到冒犯。因此，這篇文章可能會對金三胖的兒童或年輕人造成身體羞辱。,這篇文章是歧視胖子的。
858,笑死 一堆肥宅只看體重就說別人胖,0,0,1,1,這篇文章涉及有關於身體羞辱的歧視。在這篇文章中，作者對肥宅這個詞語進行了負面評論，並且用這個詞語形容一些特定的人。這種行為符合身體羞辱的定義，因為加害者不請自來對目標身體表達負面意見或評論。然而，這種行為也可能引起歧視，因為它可能被视为對特定人群的惡意評論，並且可能會使被評論的人群產生身體羞恥感。因此，這種行為需要特別注意，以避免引起不必要的歧視。,這篇文章是歧視胖子的類型。
859,鳥仔腳是多會蹲,2,1,0,0,這篇文章並未涉及有關於身體羞辱的歧視。身體羞辱是一種非重複性行為，在這種行為中，加害者不請自來對目標身體表達負面意見或評論。因此，這篇文章並沒有涉及到身體羞辱的範圍，並且沒有涉及有關於身體羞辱的歧視。,Q1 判斷無歧視
